locationUid,assetUid,timestamp,latitude,longitude,speed_unit,direction_unit,eventUid,bicycle_count,bicycle_speed,bicycle_direction,bicycle_counter_count,bicycle_counter_speed,bicycle_counter_direction
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318724596,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODcyNDU5Ng==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318754653,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODc1NDY1Mw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318784777,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODc4NDc3Nw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318814968,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODgxNDk2OA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318845158,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODg0NTE1OA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318875349,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODg3NTM0OQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318905473,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODkwNTQ3Mw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318935597,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODkzNTU5Nw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318965655,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODk2NTY1NQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588318995712,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxODk5NTcxMg==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319025836,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTAyNTgzNg==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319055960,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTA1NTk2MA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319086084,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTA4NjA4NA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319116208,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTExNjIwOA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319146266,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTE0NjI2Ng==,0.0,0.0,85.0,1.0,5.973474428743603,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319176323,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTE3NjMyMw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319206447,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTIwNjQ0Nw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319236571,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTIzNjU3MQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319266695,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTI2NjY5NQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319296752,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTI5Njc1Mg==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319326943,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTMyNjk0Mw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319357134,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTM1NzEzNA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319387191,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTM4NzE5MQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319417382,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTQxNzM4Mg==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319447439,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTQ0NzQzOQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319477630,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTQ3NzYzMA==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319507687,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTUwNzY4Nw==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319537745,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTUzNzc0NQ==,0.0,0.0,85.0,0.0,0.0,85.0
dztp9uvkj2jxuqy90f,56f7e069-3b22-4195-8b82-865af18ce875,1588319567802,32.70928915,-117.1588511,METERS_PER_SEC,METERS_PER_SEC,MTU4ODMxOTU2NzgwMg==,0.0,0.0,85.0,0.0,0.0,85.0
